sqft,bdrms,age,ocean_proximity,median_income,population,price
4780,861,19,INLAND,3.7431,3043,132800
713,142,21,INLAND,3.5208,476,121100
919,208,33,INLAND,3.4028,724,110500
2086,417,34,INLAND,3.2311,1501,105600
1566,294,35,INLAND,3.5227,1056,105400
2191,459,31,INLAND,2.6776,1564,122000
3869,773,18,INLAND,3.6583,2500,126100
2970,576,26,INLAND,3.9522,2156,124600
3491,760,21,INLAND,2.2241,1920,127300
9738,2130,10,INLAND,3.3187,4936,144800
10395,1799,14,INLAND,4.7295,6295,149900
10235,2238,7,INLAND,3.6071,5271,159100
3611,666,22,INLAND,4.2207,1869,141100
2589,351,5,INLAND,6.8089,1109,334100
5418,1005,16,INLAND,4.0556,2690,158000
3044,602,24,INLAND,4.131,2541,123800
722,178,21,INLAND,2.5656,770,102500
2855,667,22,INLAND,3.1312,2453,91000
6755,1017,4,INLAND,5.0493,2866,239800
838,210,36,INLAND,2.4861,722,96200
1731,404,14,INLAND,2.3654,1269,107900
2472,618,19,INLAND,2.2372,2143,108800
2076,517,33,INLAND,2.2197,1374,138200
1196,294,40,INLAND,2.0682,1052,113000
1755,446,35,INLAND,2.316,1453,119400
679,164,39,INLAND,2.3036,769,110600
765,171,42,INLAND,1.6875,590,113500
3586,959,7,INLAND,2.4387,2695,117000
3239,849,13,INLAND,2.6111,2751,107000
1739,478,16,INLAND,2.2969,1235,116100
621,156,37,INLAND,2.3333,443,122800
1786,287,27,INLAND,5.1929,939,165000
2772,449,17,INLAND,5.0464,1685,163900
701,131,30,INLAND,3.2917,356,144300
1511,272,34,INLAND,3.5313,773,142100
8207,1373,4,INLAND,4.8686,3887,195300
895,127,28,INLAND,5.4788,346,339300
16431,2640,6,INLAND,5.2861,8222,195100
202,29,6,INLAND,4.125,75,216700
502,76,6,INLAND,4.2386,228,500001
6538,955,9,<1H OCEAN,5.3006,2928,221400
6964,1066,25,INLAND,5.2898,3240,177100
8136,1584,18,INLAND,3.9414,4976,137100
8010,1366,13,<1H OCEAN,5.536,3920,204800
6450,1165,18,INLAND,4.2721,3716,150300
2949,473,23,INLAND,5.195,1671,161000
7626,1570,15,INLAND,3.4419,3823,138100
17470,2727,2,<1H OCEAN,6.2308,5964,257900
688,146,20,INLAND,3.55,575,111000
2397,400,22,INLAND,4.46,1347,189800
2191,324,7,INLAND,5.5362,1156,195600
5846,1035,5,<1H OCEAN,4.7965,3258,160800
3776,580,14,INLAND,5.1365,1877,215000
2857,421,15,INLAND,4.6875,1361,189800
12837,1842,2,INLAND,5.1512,4636,187800
2678,394,17,INLAND,5.363,1225,211300
3964,524,12,INLAND,5.1624,1707,267900
5600,848,10,INLAND,5.0346,2573,240500
1171,235,16,INLAND,3.1103,659,110000
2300,335,14,INLAND,5.1045,1001,161300
3991,751,15,INLAND,2.9542,2317,127900
3498,702,16,INLAND,2.3229,2372,118000
4770,718,13,INLAND,4.2273,1985,295200
1954,330,8,INLAND,4.4875,973,249100
7538,1125,9,INLAND,5.4625,3450,223600
1159,209,12,INLAND,2.7232,523,123200
826,138,15,INLAND,4.8125,440,173900
6982,1371,33,INLAND,2.5379,5650,152700
6437,1298,15,INLAND,4.1883,2805,184500
3216,666,19,INLAND,3.7585,1363,144500
4589,594,20,INLAND,7.4141,1660,236500
7910,,13,INLAND,5.5563,3382,214500
11232,1791,7,INLAND,5.2713,4218,216500
1417,353,52,INLAND,1.9531,881,162500
152,19,8,INLAND,1.625,1275,162500
321,64,27,INLAND,3.175,214,101600
17286,4952,10,INLAND,1.7579,9851,103400
5464,850,27,INLAND,4.711,2400,133500
3420,691,28,INLAND,3.4896,1502,140300
18767,3032,4,INLAND,4.6667,8805,160600
3707,769,23,INLAND,2.725,1938,95300
2683,708,28,INLAND,2.275,2047,85400
3021,527,23,INLAND,4.4063,1580,129900
6617,1118,11,INLAND,4.7877,3710,132600
13195,2696,7,INLAND,3.5851,6763,142000
13096,2208,5,INLAND,4.2775,6780,138700
9179,1361,5,INLAND,5.253,4573,163300
8403,1240,5,INLAND,5.2174,3962,155500
4873,639,5,INLAND,6.3223,1947,223200
18356,2537,3,INLAND,5.6409,8437,197700
972,212,10,INLAND,1.3125,773,135700
3623,841,35,INLAND,2.1574,2721,86900
8443,1744,13,INLAND,3.0907,4885,127200
337,55,2,INLAND,3.1042,115,164800
1569,423,15,INLAND,1.6111,1123,113900
7105,1447,12,INLAND,3.2705,4520,113200
10110,1761,8,INLAND,4.2654,5804,137600
9812,1914,7,INLAND,4.1482,5595,124600
11654,2100,9,INLAND,4.0473,7596,127200
11775,2031,5,INLAND,4.1953,6686,136600
2405,537,8,INLAND,3.0789,1594,114200
5104,1026,14,INLAND,3.2148,3513,117000
16884,2865,5,INLAND,4.0938,9509,130900
10002,1468,4,INLAND,5.0223,5439,152600
3236,502,12,INLAND,4.7568,1610,143500
8302,1461,8,INLAND,4.0467,5155,121500
1611,239,4,INLAND,3.5781,275,244400
21060,3366,3,INLAND,4.189,9623,143000
56,7,16,INLAND,2.625,39,500001
1031,201,8,INLAND,2.8194,606,136300
77,12,7,INLAND,4.6,64,187500
1265,230,14,INLAND,3.6618,621,161300
1424,251,2,INLAND,4.0833,681,100000
4198,805,2,INLAND,3.9052,1943,122100
9911,1946,4,INLAND,3.4237,5145,113700
8476,1758,16,<1H OCEAN,2.1848,2711,97900
5528,1073,8,<1H OCEAN,2.5335,1674,110100
5373,1079,16,<1H OCEAN,1.9912,1573,98600
4210,920,24,<1H OCEAN,2.0881,1283,83300
6323,1196,23,<1H OCEAN,2.3276,1984,92400
5783,1256,24,<1H OCEAN,1.9014,1990,83500
6484,1037,3,<1H OCEAN,4.5881,3295,136400
26322,4072,8,<1H OCEAN,5.3238,9360,228900
5156,941,10,<1H OCEAN,3.58,2294,113400
3659,650,10,<1H OCEAN,3.8869,1476,125900
1869,356,12,<1H OCEAN,3.125,1007,117200
7401,1187,2,<1H OCEAN,4.1386,2826,177300
939,187,11,INLAND,2.375,557,145800
2715,500,14,INLAND,3.8036,1540,139600
1914,339,13,INLAND,4.1875,930,161200
1771,293,6,INLAND,4.065,935,148200
1697,424,7,INLAND,1.3417,808,169300
4174,851,17,INLAND,2.2618,1845,96100
4934,929,11,INLAND,2.625,2508,155400
1810,386,7,<1H OCEAN,2.5221,931,109200
2813,565,17,INLAND,2.5847,1345,145300
4496,756,13,INLAND,3.2778,2044,148800
5284,920,3,INLAND,4.0717,2703,126500
1974,426,13,INLAND,1.972,1276,90500
4928,960,16,INLAND,2.7983,2132,112500
4799,1035,18,INLAND,2.1182,1966,71300
6305,1265,2,INLAND,3.1319,2489,111500
2381,454,10,INLAND,2.6322,1323,140700
3318,759,17,INLAND,2.2969,2016,89300
3465,703,23,INLAND,1.9767,2672,81500
2108,496,5,INLAND,2,1666,83000
4173,804,15,INLAND,2.4662,2393,118300
3196,576,11,INLAND,4.0982,1757,173300
4249,922,22,INLAND,2.1549,2405,146500
6907,1379,9,INLAND,2.8401,3665,104200
3173,678,19,<1H OCEAN,2.1484,2204,129200
2876,576,16,<1H OCEAN,2.0878,1859,101300
2248,427,19,<1H OCEAN,2.817,1207,110000
1161,235,11,<1H OCEAN,2.1667,640,114600
6529,997,5,<1H OCEAN,5.3275,3464,168700
4345,865,8,<1H OCEAN,3.2481,2425,123800
2591,486,10,<1H OCEAN,3.1513,1255,154300
981,169,9,<1H OCEAN,3.1832,596,157400
1229,236,11,<1H OCEAN,3.102,581,111300
4376,1003,27,<1H OCEAN,1.9194,2667,100600
516,107,10,<1H OCEAN,4.2788,282,125000
13288,2728,9,<1H OCEAN,3.375,7235,131800
10145,2306,17,<1H OCEAN,2.2423,4776,132600
6859,1535,23,<1H OCEAN,2.5395,3405,109200
16010,2726,7,<1H OCEAN,3.8056,7139,162200
4573,928,15,<1H OCEAN,2.6949,2513,163600
446,62,8,<1H OCEAN,9.4356,188,465600
4097,813,10,<1H OCEAN,3.2258,2082,159300
1652,316,10,<1H OCEAN,3.5125,725,155600
1481,265,12,<1H OCEAN,3.235,757,210700
7722,1324,7,<1H OCEAN,3.6273,2975,150900
30450,5033,2,<1H OCEAN,4.5936,9419,174300
2744,428,3,<1H OCEAN,4.7944,1223,215300
2569,431,2,<1H OCEAN,4.3651,1232,145600
20391,3245,2,<1H OCEAN,3.9443,7132,187300
4952,1000,4,<1H OCEAN,3.7538,2912,147500
3471,530,5,<1H OCEAN,4.8083,1541,347700
2802,471,9,INLAND,4.125,1155,392100
1868,289,6,<1H OCEAN,4.3833,750,307600
1972,352,7,INLAND,3.244,964,337200
1003,167,8,INLAND,4.2917,388,221900
1585,247,5,<1H OCEAN,6.9136,510,493300
108,18,6,<1H OCEAN,3.475,43,187500
270,42,13,<1H OCEAN,6.993,120,500001
21988,4055,4,<1H OCEAN,3.9963,8824,191100
30401,4957,4,<1H OCEAN,4.5841,13251,212300
9089,1413,4,<1H OCEAN,4.6904,3886,174200
1614,410,13,<1H OCEAN,2.83,846,43000
13724,2269,6,<1H OCEAN,3.9617,5860,183000
6112,890,4,<1H OCEAN,5.5351,2088,429000
966,133,4,<1H OCEAN,5.2066,311,500001
8278,1579,6,INLAND,3.0043,3062,134700
6807,1164,19,INLAND,3.1591,2703,189700
2094,316,15,INLAND,5.3623,937,201300
1183,178,11,INLAND,4.4792,543,173900
652,149,15,INLAND,2.1071,248,93800
397,89,18,INLAND,2.8125,239,143800
16148,3474,13,INLAND,1.9961,6159,97800
2281,426,14,INLAND,2.3712,894,127900
2238,573,19,INLAND,2.0714,1190,85800
4676,1096,23,INLAND,1.7847,2770,109500
6027,1148,14,INLAND,2.964,3136,121500
3757,666,15,INLAND,3.6806,1693,112800
2233,431,20,INLAND,2.4554,1024,89400
4735,973,20,INLAND,3.069,2306,87000
4587,810,21,INLAND,3.2371,2233,94500
1996,405,18,INLAND,2.7083,1270,91200
2901,445,19,INLAND,4.6406,1414,118900
5160,851,17,INLAND,3.7175,2344,120000
3603,573,13,INLAND,4.0433,1644,132300
3269,757,35,INLAND,2.5898,2328,76300
2712,628,31,INLAND,1.942,1519,86200
3740,965,22,INLAND,1.3039,2011,77500
9601,2401,18,INLAND,1.4366,4002,77000
4952,1062,25,INLAND,1.8446,1589,85700
3674,792,20,INLAND,2.2161,1498,76900
3649,755,19,INLAND,2.2115,1717,87600
7240,1410,14,INLAND,2.4145,2708,137600
2873,903,15,INLAND,1.8015,1094,105100
6890,1702,10,INLAND,1.7079,3141,95900
5829,1309,12,INLAND,1.9707,2711,107900
7626,1704,12,INLAND,2.1722,2823,69400
5330,1529,8,INLAND,2.1103,2143,94400
3700,750,14,INLAND,1.9476,1171,112500
10352,2007,7,INLAND,2.2925,3559,113100
1317,203,20,INLAND,2.8393,453,120700
2228,472,15,INLAND,2.683,653,139300
6317,1335,10,INLAND,2.3,2625,108900
10997,2205,8,INLAND,2.1979,5060,95300
2399,546,20,INLAND,1.8845,1726,77700
2990,691,21,INLAND,2.0135,2108,83000
2680,606,24,INLAND,2.535,1728,74800
3409,804,24,INLAND,1.7303,1939,74000
701,130,12,INLAND,2.0577,434,56700
4116,761,5,INLAND,2.5612,1714,130800
3111,623,20,INLAND,1.5982,1000,140000
2719,538,23,INLAND,2.0154,930,81700
10886,2127,13,INLAND,2.3169,4266,123400
2604,443,13,INLAND,2.933,978,170700
3750,781,25,INLAND,2.4167,1594,104900
1575,326,33,INLAND,2.5357,879,94400
4624,852,21,INLAND,3.5255,2174,132100
4227,658,22,INLAND,4.7356,1849,195900
4775,886,18,INLAND,2.3355,1868,118800
5320,974,14,INLAND,3.1393,1947,116300
5876,1222,12,INLAND,2.4322,2992,112100
1254,312,25,INLAND,2.7344,715,149000
1822,367,5,INLAND,2.8783,798,105200
78,11,6,INLAND,3.125,27,187500
1999,497,22,INLAND,1.4063,1304,81900
503,69,26,INLAND,3.7083,293,147500
658,131,11,INLAND,2.3977,376,58000
319,68,16,INLAND,1.4688,212,90000
2307,525,19,INLAND,1.6875,1266,63000
2009,469,17,INLAND,1.3286,820,81800
6900,1238,2,INLAND,3.0417,1950,146300
6,2,1,INLAND,1.625,8,55000
521,118,18,INLAND,2.7788,174,91100
3459,640,27,INLAND,3.4545,1760,89800
2277,498,40,INLAND,1.9472,1391,73200
3197,632,29,INLAND,3.0432,1722,91200
2793,722,29,INLAND,1.424,1583,73200
376,83,33,INLAND,2.1581,267,68300
3915,672,30,INLAND,3.6339,1820,98600
7804,1594,13,INLAND,2.0549,3297,95600
4549,916,29,INLAND,2.0976,2494,72600
1495,429,37,INLAND,1.2188,865,55000
3183,738,34,INLAND,2.2321,1820,71800
553,100,18,INLAND,5.5,215,193800
4448,906,35,INLAND,2.218,2736,73400
3141,812,32,INLAND,1.4556,2589,54600
1858,361,37,INLAND,2.7536,1632,73100
2653,621,10,INLAND,2.6643,1967,81000
5277,1070,16,INLAND,3.3333,657,143400
324,63,35,INLAND,3.4167,158,100000
10665,2161,25,INLAND,3.0625,1874,150500
3460,711,21,INLAND,3.5882,658,161100
2385,661,11,INLAND,2.9141,682,214300
830,145,3,INLAND,3.8281,272,163500
1016,219,14,INLAND,2.8071,443,137500
1153,265,12,INLAND,3.038,446,128100
3166,682,13,INLAND,2.355,1250,122900
1294,272,8,INLAND,2.9167,457,115300
489,82,10,INLAND,6.2702,183,345500
1251,268,6,INLAND,3.0694,544,173400
186,48,26,INLAND,2.5625,102,103100
3730,827,16,INLAND,2.183,1346,113500
1187,255,13,INLAND,1.9107,442,155700
11115,2257,15,INLAND,2.7219,4122,74400
549,109,12,INLAND,3.0208,209,66300
1284,306,21,INLAND,1.95,537,61000
321,71,35,INLAND,2.8056,157,68100
551,166,29,INLAND,1.1917,224,50000
260,67,20,INLAND,3.5208,69,76600
5293,1266,17,INLAND,1.6849,1201,88400
12557,3098,11,INLAND,1.7844,2453,78500
3921,754,13,INLAND,3.3616,1902,89600
4913,1395,16,INLAND,1.4665,2518,61100
2990,648,18,INLAND,2.625,1280,68200
7249,1882,10,INLAND,1.6983,4274,66600
3369,780,12,INLAND,1.7388,1315,66000
1381,300,11,INLAND,2.3382,644,89400
2233,471,18,INLAND,3.2578,919,85200
3254,913,10,INLAND,1.8,923,81000
4332,868,5,INLAND,4.0417,1420,146400
980,193,16,INLAND,4.0729,454,100000
1540,364,22,INLAND,1.5227,610,71000
4465,859,17,INLAND,3.6875,853,130400
3648,1035,16,INLAND,1.9167,1687,70400
7962,1652,18,INLAND,3.3897,2009,230200
10077,2186,16,INLAND,2.9647,3048,110900
2992,562,28,INLAND,5.7613,676,500001
8399,1839,28,INLAND,2.5885,3470,159000
7559,1444,13,INLAND,3.4886,3189,112500
343,85,16,INLAND,2.1042,29,87500
3316,636,27,INLAND,2.9569,2362,65900
10227,2315,21,INLAND,2.5212,3623,145200
9482,2501,12,INLAND,1.5595,2725,115600
1765,399,36,INLAND,2.6083,451,321900
3004,615,15,INLAND,3.6667,437,90000
5032,1229,26,INLAND,2.5399,3086,94800
12396,2552,12,INLAND,3.4394,2548,162200
6814,1714,31,INLAND,2.1176,2628,124100
6087,1217,24,INLAND,3.1493,1721,199400
8789,1875,13,INLAND,3.7396,1274,148900
6050,1387,22,INLAND,2.2216,1432,183900
2616,547,25,INLAND,3.1364,581,301600
4810,1074,20,INLAND,2.25,1304,248100
9374,1780,18,INLAND,3.9737,1678,235600
2547,463,18,INLAND,2.5489,411,220500
4423,763,5,INLAND,4.6855,1906,125200
5480,1371,5,INLAND,1.7204,1050,137500
9425,2020,14,INLAND,2.6298,1711,145200
9169,1512,3,INLAND,4.3111,3838,142500
4863,920,6,INLAND,3.9508,3010,104200
10105,2481,7,INLAND,2.4497,6274,90900
6960,1487,10,INLAND,2.1411,1130,136400
6710,1343,8,INLAND,3.5223,2069,115100
7095,1260,12,INLAND,4.9444,1179,285000
4293,712,17,INLAND,6.1437,1091,232100
5228,992,16,INLAND,3.0859,1177,134600
16921,2837,14,INLAND,7.6281,2524,341700
3059,500,8,INLAND,6.8729,612,259200
5534,1206,9,INLAND,3.6161,2283,99100
24121,4522,6,INLAND,3.3799,4176,239300
17579,3479,7,INLAND,4.084,3581,194500
19107,3923,5,INLAND,4.036,2880,158500
12467,2508,19,INLAND,3.2846,4086,131900
1137,414,25,INLAND,1.3801,604,55000
2565,745,33,INLAND,2.5477,2301,83000
4300,767,26,INLAND,4.4107,1557,122500
1781,441,27,INLAND,3.3162,759,113600
11836,2405,10,INLAND,4.0079,3811,134500
8626,1859,17,INLAND,3.312,3497,121300
7646,1618,19,INLAND,3.5569,2496,128000
12509,2460,17,INLAND,4.5556,2737,258100
11659,2007,10,INLAND,6.9833,2186,238800
6190,1355,19,INLAND,3.0021,2242,152300
4872,1110,18,INLAND,2.2439,955,97500
2596,438,24,INLAND,3.7727,473,500001
846,249,5,INLAND,7.9885,117,403300
2475,476,25,INLAND,3.3639,910,168800
4289,893,17,INLAND,2.4659,958,177800
3895,782,15,INLAND,2.2208,900,138300
8806,1542,7,INLAND,7.8005,858,318100
12327,2000,11,INLAND,7.4382,2450,353100
5048,842,12,INLAND,5.6918,883,231300
2387,481,10,INLAND,2.8882,863,137500
2214,410,15,INLAND,2.9187,1152,93400
4686,851,11,INLAND,3.3333,2466,91800
4497,831,7,INLAND,3.6354,2248,98000
3079,558,8,INLAND,4.5938,1572,102600
9404,1827,10,INLAND,3.1086,3208,105800
1664,444,5,INLAND,2.7667,907,92900
3861,849,9,INLAND,3.2833,825,124700
1961,595,9,INLAND,3.8125,966,96700
12991,2555,6,INLAND,4.7195,4571,199300
3584,760,5,INLAND,3.1771,1097,167400
880,187,24,INLAND,3.4583,507,67500
278,91,33,INLAND,2.025,375,50000
5236,1039,25,INLAND,3.775,2725,93400
9033,2224,10,INLAND,2.7598,5525,95000
2774,566,14,INLAND,3.0682,1530,104100
4120,858,26,INLAND,3.3107,2918,69400
894,,22,INLAND,3.0673,830,68200
2488,714,28,INLAND,2.3169,2891,68900
1695,352,38,INLAND,2.1217,1279,68500
1133,221,29,INLAND,2.8648,918,72100
3114,787,19,INLAND,1.7083,3157,82200
826,258,28,INLAND,1.7172,979,58800
2399,625,26,INLAND,2.2989,2654,60600
4981,1326,32,INLAND,1.7805,3779,76900
4874,1349,17,INLAND,2.444,5032,90000
197,54,22,INLAND,2.9286,331,112500
1273,354,20,INLAND,2.0871,1548,84700
1711,499,10,INLAND,1.6557,1896,65400
1152,273,23,INLAND,2.5,1077,96300
1596,295,19,INLAND,3.8846,1201,100900
584,176,34,INLAND,1.5809,625,100000
926,189,16,INLAND,3.0114,238,366700
7437,1222,3,INLAND,10.2948,574,382400
1713,512,13,INLAND,2.1287,1978,58600
2421,820,17,INLAND,1.654,2971,100000
2985,958,24,INLAND,1.7344,4042,66400
1660,379,20,INLAND,2.0347,637,68900
1230,277,12,INLAND,2.2679,1334,61400
3585,800,18,INLAND,2.5714,3873,65900
639,203,22,INLAND,1.9306,664,47500
1859,476,16,INLAND,1.7297,1994,67500
2888,654,25,INLAND,2.2141,2940,66700
89,19,17,INLAND,2.375,79,155000
5692,1346,11,INLAND,2.5383,5682,74000
381,89,16,INLAND,2.425,182,76100
1706,397,18,INLAND,1.625,3424,53500
97,24,17,INLAND,1.2656,29,27500
1161,282,21,INLAND,3.1827,724,71700
644,129,15,INLAND,3.2097,137,71300
2809,635,17,INLAND,1.6154,83,87500
1678,322,28,INLAND,2.9653,666,94900
1491,360,20,INLAND,1.6395,1135,44400
720,174,17,INLAND,1.6509,333,85700
1501,337,14,INLAND,3.1917,515,73400
1454,326,20,INLAND,1.925,624,65500
173,35,27,INLAND,2.0833,117,45000
4789,1175,34,INLAND,2.1782,3134,58400
1187,261,16,INLAND,2.1759,1115,61500
3741,801,16,INLAND,2.6797,2434,86500
1387,236,29,INLAND,3.3438,671,74000
18,3,26,INLAND,0.536,5,275000
2907,680,25,INLAND,2.6768,1841,82400
1988,483,21,INLAND,1.625,1182,62000
5298,954,35,INLAND,3.9167,1933,155700
2507,446,38,INLAND,4.0972,888,163700
1878,338,38,INLAND,3.7731,710,161400
1806,339,43,INLAND,3.9271,764,147100
2443,476,46,INLAND,3.5893,939,142000
3080,545,52,INLAND,3.776,975,164500
2334,435,42,INLAND,3.0208,892,148800
2314,415,44,INLAND,3.4914,796,153900
1962,356,48,INLAND,3.5313,704,147900
4408,807,52,INLAND,3.8914,1604,181600
1394,397,40,INLAND,1.7765,689,109800
2092,555,44,INLAND,1.5922,878,115100
3807,952,43,INLAND,2.3266,1484,137500
2035,483,52,INLAND,2.6976,904,109300
576,146,52,INLAND,2.01,273,94300
2434,744,48,INLAND,1.6277,1281,140600
2151,664,52,INLAND,1.4034,1146,90300
1186,341,52,INLAND,1.6116,1038,70500
463,180,20,INLAND,1.0313,486,85000
1000,324,52,INLAND,1.4375,456,168800
761,306,5,INLAND,0.7526,2031,162500
4018,1220,20,INLAND,2.5821,1570,125000
745,175,9,INLAND,3.358,297,77500
569,405,52,INLAND,0.9196,509,137500
1823,566,42,INLAND,1.245,761,137500
2438,804,47,INLAND,1.4301,1148,141700
567,193,52,INLAND,1.625,272,187500
1334,492,49,INLAND,1.7568,634,93800
2410,967,38,INLAND,1.2209,1091,87900
1360,368,39,INLAND,2.1691,589,150000
3136,926,48,INLAND,1.9034,1443,123900
2809,805,38,INLAND,1.8512,1243,114100
438,103,52,INLAND,3.0217,176,200000
3233,968,50,INLAND,1.2041,1223,168100
2501,757,52,INLAND,1.5872,1081,157500
2006,412,52,INLAND,3.2963,825,236100
3170,476,52,INLAND,4.63,1027,233800
1750,372,52,INLAND,2.9191,764,111800
810,172,52,INLAND,3.1583,326,140000
893,159,52,INLAND,3.2386,367,213200
1917,367,52,INLAND,3.1484,722,158900
1625,419,52,INLAND,2.0549,614,156700
1105,227,41,INLAND,3.1827,443,131700
2423,466,45,INLAND,3.7167,873,131900
906,165,52,INLAND,2.8542,257,139400
1533,288,50,INLAND,2.5417,532,125900
1316,244,46,INLAND,3.0938,452,137800
3994,635,52,INLAND,5.1169,1295,232500
3420,555,52,INLAND,4.0417,1301,173800
182,39,35,INLAND,2.6417,115,98900
3514,714,44,INLAND,2.7333,1509,100100
3374,808,19,INLAND,1.4889,1412,77600
1878,393,52,INLAND,3.3348,722,122800
1250,235,51,INLAND,2.625,452,121200
1698,383,46,INLAND,2.9821,726,97000
889,162,52,INLAND,3.125,273,85600
907,180,52,INLAND,2.2125,479,104000
3126,648,52,INLAND,1.7616,1789,84100
2094,463,52,INLAND,1.2235,1364,68500
1091,403,48,INLAND,1.1458,926,65400
1532,408,52,INLAND,1.8911,782,85900
2083,559,51,INLAND,2.0221,874,95800
1986,573,44,INLAND,1.7328,1044,88100
1151,263,44,INLAND,2.0089,518,113600
1476,344,46,INLAND,2.7316,688,134700
1145,324,38,INLAND,1.78,596,114300
900,239,42,INLAND,1.2813,506,87500
1521,457,35,INLAND,1.9013,987,86900
1492,385,51,INLAND,1.7155,736,108800
1124,344,41,INLAND,1.4712,807,94600
1375,351,44,INLAND,2.1719,766,87500
613,166,36,INLAND,2.2031,425,93800
858,254,45,INLAND,1.0114,510,80000
2646,645,46,INLAND,1.128,1684,123100
1048,312,43,INLAND,1.0649,1320,137500
3032,631,45,INLAND,2.8417,1341,137900
1485,278,46,INLAND,2.7885,531,137200
1844,392,52,INLAND,3.0033,667,103500
2515,460,52,INLAND,3.3844,836,151100
2784,455,52,INLAND,5.6402,957,209800
1777,368,52,INLAND,3.6729,624,137800
2313,536,47,INLAND,2.5639,779,123000
1145,133,52,INLAND,8.338,334,405800
4280,632,51,INLAND,5.0359,1486,224100
4094,634,49,INLAND,5.2362,1363,236800
1167,201,44,INLAND,3.7344,452,179800
2508,360,52,INLAND,7.1035,832,228700
2037,358,52,INLAND,4.3929,811,162500
1587,448,50,INLAND,2.0833,877,94300
1684,309,52,INLAND,4.1467,675,175000
2216,333,52,INLAND,4.8603,714,191900
814,216,52,INLAND,2.8542,327,125000
968,310,48,INLAND,0.9948,706,65400
1303,308,29,INLAND,1.0208,861,55800
2085,464,47,INLAND,1.2679,1346,56700
979,287,24,INLAND,1.186,546,67000
1384,295,52,INLAND,2.0242,561,94600
1159,250,47,INLAND,2.7787,810,56000
1278,308,41,INLAND,1.4702,839,58300
1001,205,48,INLAND,1.8333,605,58200
2077,435,40,INLAND,2.0074,1454,57000
1407,265,29,INLAND,3.0521,556,108000
2084,417,43,INLAND,2.9769,912,92700
1879,359,44,INLAND,3.15,791,101500
2570,509,44,INLAND,2.5694,1145,92400
3421,734,48,INLAND,1.9485,1441,86600
2525,501,18,INLAND,2.398,1726,87600
2358,493,29,INLAND,2.925,1071,94300
3321,688,42,INLAND,2.4618,1346,101300
2855,,39,INLAND,3.2404,1217,93600
2518,501,47,INLAND,2.5389,1308,75700
2061,371,35,INLAND,3.1944,1110,79000
1058,224,37,INLAND,2.9737,588,72100
1958,367,37,INLAND,2.8298,1171,71200
1581,288,36,INLAND,3.4083,832,71800
1488,294,36,INLAND,3.1208,846,82700
2430,426,36,INLAND,3.1667,1199,81900
1951,432,37,INLAND,2.3272,1089,80600
3087,720,25,INLAND,1.8689,2529,66800
3249,666,21,INLAND,1.9423,2611,87800
2828,556,32,INLAND,2.5574,1655,72600
2089,399,43,INLAND,2.5898,955,72100
3657,945,30,INLAND,1.3927,2925,78300
2080,388,38,INLAND,2.7697,995,76600
3184,593,39,INLAND,4.6923,1188,192000
3642,684,37,INLAND,3.5231,1508,114300
1613,265,34,INLAND,4.25,631,191900
2603,408,36,INLAND,5.3135,966,216600
2008,466,37,INLAND,2.2574,1261,59100
2918,439,33,INLAND,5.5208,1085,171300
1595,217,31,INLAND,6.6112,542,251600
3236,588,30,INLAND,4.0972,1167,181400
1451,315,38,INLAND,2.3487,786,101600
2966,536,40,INLAND,3.125,1225,130600
1655,393,37,INLAND,1.6932,841,78400
1378,280,43,INLAND,2.3542,708,103900
1824,357,36,INLAND,2.9911,906,96400
1902,413,37,INLAND,3.1014,955,96800
1468,281,42,INLAND,3.3906,571,124200
3364,685,41,INLAND,2.1975,1841,73500
1704,361,37,INLAND,1.9837,902,62300
2099,510,36,INLAND,1.4138,1845,52500
3215,725,43,INLAND,1.4625,2400,54400
543,146,44,INLAND,1.3646,506,65400
700,169,18,INLAND,2.9219,260,152900
2364,439,32,INLAND,3.319,1331,84500
1715,271,30,INLAND,3.0313,842,87900
2049,330,29,INLAND,3.7414,787,98500
3166,607,30,INLAND,3.1768,1857,79500
2815,479,34,INLAND,3.9792,1075,164800
3089,585,31,INLAND,4.2885,1366,160300
3377,623,30,INLAND,3.5737,1289,171200
6876,1456,23,INLAND,3.0963,2942,156900
4426,790,21,INLAND,4.1,1856,158300
4719,745,25,INLAND,5.0371,1857,180200
5490,851,14,INLAND,6.5253,2415,216800
4868,738,9,INLAND,5.7621,2036,204600
6093,1051,15,INLAND,4.2075,2415,183600
8482,1590,17,INLAND,4.2216,3362,217900
3087,477,17,INLAND,6.4667,1365,216800
6132,1324,20,INLAND,3.1607,2595,178900
4900,805,19,INLAND,4.8497,2519,184400
27870,5027,5,INLAND,4.8811,11935,212200
3344,800,5,INLAND,3.6196,1341,152800
9104,1535,6,INLAND,5.1442,3759,174500
2561,497,34,INLAND,3.1583,1583,95800
979,201,24,INLAND,2.5926,723,72300
2679,792,23,INLAND,1.3679,1740,70300
1557,301,26,INLAND,2.6613,986,77700
3606,690,29,INLAND,2.7368,2317,78200
4013,725,32,INLAND,3.3689,2032,83400
3165,806,26,INLAND,1.5908,2447,78600
4629,832,26,INLAND,2.735,2902,74600
3595,790,17,INLAND,2.3233,2760,78800
2969,551,25,INLAND,2.6382,1745,76200
6121,1185,26,INLAND,2.3496,4224,68000
2359,462,24,INLAND,3.2702,2048,67300
1865,384,38,INLAND,1.7891,1052,60500
